document	label
이런소재영화좋아한다...내심기대하고봤지만 허접한전개...초반만 살짝괜찮고..결국후반에가서 빠르게돌려보기로 봤다..아까운시간..ㅠㅠ imdb의 평점이 맞다....	0
로미오와 줄리엣의 대사가 너무 딱 들어맞네요..	1
예라~ 이 OO놈아..기회주의자 저런게 목사라고? 수꼴 정신병자 또라이 쉐키...툭하면 상습폭행하는 마누라가 같은 같은 서가년 이라나 뭐라나... 차라리 친오빠놈하고 뼉(근친상간)을 해라...만날 쳐맞으며 미국서 귀국은 X빨았다고 하니? OO놈들	0
최악..,,이런 캐스팅으로 이렇게 재미없게 만드는 것도 대단	0
비틀즈는 닥치고 10점퀸도 이런거 나왔으면 좋겠네	1
어릴때 tv에서 방영해줘서 참 감동적으로 봤는데..세월이 벌써...하..	1
따뜻하고 아기자기하면서도 발칙한 스토리. 애기들의 귀여움도 귀여움이지만 남편과 바람핀 여자의 화장품가게를 엉망으로 만드는 영화 라붐의 한장면을 보며 웃는 콜레트의 모습이 현실적이고 씁쓸하다. 사랑과 죽음의 의미를 되새기면서도 귀여웠던 영화.	1
2005년 작품이라니..	1
노잼이네ㅋ이럴거면만들지말고나라개발하는데나써라	0
토니자는 역시 무적이다 액션좋고 코끼리 너무 불쌍하다 그래도 거인과싸우는건 명작	1
결정적인 부분은 우연에 기댄다. 허술하고 현실성 없는 추리도 문제. 심리학자가 일은 안하고 탐정놀이하는것도 문제. 사람들이 상담받으러 왔다가 사건만(?) 던져주고 가는등..'설정'을 위한 설정 때문에 어이가 없다. 직소퍼즐 같은 진부한 소품도 유치.	0
굿	1
연기자들의 연기가 너무 재미있었어요... 아쉽게 너무 일찍 끝나게 아쉽워요ㅠㅠ	1
개 십이다 니 십이다 이론 십이다	0
구시ㅜㅅ베리굿포인트받아야됭 ㅜㅜ	1
난 재미없었음 10점준사람들은 알바인가	0
장말 막장으로 가네 보면답답하네 시창자를 우롱하는거같다	0
언더더스톰<<넘사<<<토네이도 ㄹㅇ	0
배트맨은 팀버튼이 아니면 만들면 안됌.	1
너무 허술해..대체 영활모르는 내가봐도 허술함이느껴지는데..어찌 이래 개봉할꼬..돈이남아도나..	0
역시 최고였다.	1
1편은 준수했는데....	0
진짜 한편의 문학작품을 감상할 정도의 감동이 있다.	1
겨울에 재탕하기 좋은 영화	1
담담한 그림체 속에 질풍노도를 넘어서는 방황이 있네. 좋은 작품이다.	1
블레어 윗치 2 라는 타이틀만 뺐다면 그럭저럭은 했을텐데	0
영화 딱봐도 재미없어보이네여 차라리블레이드 for kakao게임하는게 더재밌습니다.마이아푸다를 추천하시면프리미엄 뽑기권을 받고게임을 시작할수 있습니다.^^	0
약간의 억지 스러운 부분도 있었지만 상당히 디테일한 묘사를 표현한 올해의 영화 중 하나 라고 손꼽아 주고 싶은작품 고뇌를 하게 만드는 최고의 연기 시나리오 연출 마음에 듭니다~!!!!	1
미스터터너 잘 봤습니다.	0
이것은 단순 1점이 아니다. 할리우드 죄송합니다.	0
,,,,,,,,,,	0
죽은 연인도 살려내던 그 긴박한 순간 그리고 다시 찾아온 비극에 슬펐다.	1
지루해서 죽는줄 알았네...	0
평점 0점_한 장소 끝내기 제2의 구발유발자_시간 아까울 정도의 영화네요	0
따분하다.	0
캬... 영화 참 잘 만들었다~~	1
짱입니다 정말 ~♥!!!	1
이 드라마 꼭 다시보고 싶은데 어디서 어떻게 다시보기 할수 없을까요?꼭좀 가르쳐주세요.	1
한가지는 확실히 알았다 김민종은 벙어리구나~ 다 죽는 스토리구나~	0
보고나서 나만 이렇게 화나나싶어서 평점보러옴ㅋㅋ다들 똑같은 생각이구나 ㅋㅋ아 진심 화가난다 잘나가다가 뭐야진짜	0
화가 좀 많이 나는군...	1
어린시절의 임팩트는 최고였다. 음악마디만으로 연상케하는..	1
뭐지 이영화 장난아니다 ㅋㅋㅋㅋㅋㅋㅋ	1
내평점솔직히 노래만큼은 별 10개 주고 싶다. 한스짐머께 젤좋아.나머진 그냥 0점주고 싶음	1
진짜 몰입해서 본영화 재밋고 시선하다!!	1
참으로 미국적인 영화였지만. 정말 감동적이네요. 마지막은 정말	1
보는 내내 연기를 너무 못해서 보기 불편했음	0
호타루의 빛 흥행1위!!일본영화가 대세. 일본영화가 최고예요!일본영화 많이 보세요!아야세 하루카쨩 보고싶어!!!난 일본을 사랑합니다^^위대한 일본 만세!!!	1
3류 만화스토리보다 더 질이 떨어짐 작가가 누군지 한심함 기본 상식도 안 갖춰진 작가 공부나더하시고 10년쯤뒤부터 글쓰셈	0
10번을 봐도 재밌다. 이 영화가 유명하지 못한게 한스러울 정도로...	1
앞에 지루함을 이겨낼수없어 갔다줬다..다시빌려봐야하나..	0
굿 이준 연기잘함~~~	1
아니 디워에 열광했으면서 이 영화엔 왜 실망들을 하는거죠? 이건 못해도 디워급인데?	0
OOO 전에 이 영화를 처음 보았고 그 이후로도 5번을 보았다. 그때마다 결론은 바뀌지 않지만 주인공 두 남녀가 무사히 해변을 가기를 바랬고 그 두사람을 위해 미래가 바뀌기를 바랬던 그 영화.	1
너무 이쁘고 영화도 재밌어요	1
ㅠ자은이랑태희랑 너무불쌍ㅠㅠ	1
사랑의 의미가 돋보였던 영화에요..	1
격투 액션 연출의 대가 핀카엡에게 스나이핑 총질 영화를 맡기다니.. 바랠걸 바래야지	0
하지원이 이영활 왜했지...?	0
진부할 수 있는 과거 회상 이야기를 현재, 과거를 오가며 보여주는게 잔잔하게 재밌다	1
재밌다. 곳곳에 드러나는 색감과 아이템이 영국을 나타냈다. 감독의 세심함이 보임.	1
별점을 꼭 선택해야하나요ㅡ별점 주고말고할 가치도 없는 이런 호러물을 보고앉았던 제가수치스럽네요.시청자우롱 국민우롱하는 최악의 드라마입니다.작가는 정신감정을 좀 받아보시길 강추합니다.별점 한개라도 선댁해야 등록이되니 하나누르기도 더럽네요	0
죄 짓고는 못 산다.	1
전달하고자 하는 바는 알겠는데 시간 때우기용 영화로도 아깝다.. 배우들이 아쉽다.	0
와 진짜 재미없다	0
정말 재미있어요 ^.^	1
안봐도 알꺼같은 영화.	0
걸래 여주인공 땜에 망한영화	0
브레인 시즌2 좀 제작해주세요 제발요 ~ ㅠㅠ	1
인도네시아 디스카운트만 아니면 정말... 이건 뭐.. 아. 인도네시아란 나라가 다르게 보일정도.. 뭐라 말로..	1
장예모감독	1
여배우의 때묻지 않은 연기 기량...좋았다	1
화면은 아름다웠지만, 쏟아지는 졸음은 어쩔수 없다	0
난장판이다	0
이 영화 본 후로는 다른 공포영화들이 시시해졌다내가 지금껏 본 영화중에 제일 무서웠음	1
슈돌보다 훨씬 노잼 걍 폐지해라 아이들 예능은 슈돌만으로 충분하다아이들은 귀엽지만..	0
정말 시작도 좋고 배우도 기본이상인데 왜 계속 모텔에서 찍네마네로 영화 다 끝나가냐 뭐하는거냐 진짜	0
왜 이런걸 영화로 만들어서 알리려 하는지 이해할 수가 없습니다. 다 신도 모아서 헌금 내게 하려는 것 아닌가요? 목적이 있는 선행은 선행이 아닙니다. 조태환 목사님이 참된 선교사라면 본인들 욕망에 눈이 멀어 그 분을 먹칠하지 마십시오.	0
잼따	1
2004년도 개봉작 2014년도 개봉해서 파일다운로드 가격 10배 뻥튀기해서 팔아먹기 ㅎㅎ	0
이영화를 만든 감독이 가장 재밌더라	0
진짜 희대의 망작. 시간은 황금보다 귀하다는말이 절실하게 느껴졌다.	0
디즈니의 걸작. 사운드 오브 뮤직에 지지않을 영화. 줄리 앤드루스 젊은날 매력만점	1
ㅋ장르분석이잘못된듯	0
가족. .평가하고 평가받지않고 그저 지금 이대로 곁에있어주는 존재 . 그자체로 넘 소중하네요. 우연히 만나는게아니고 ㅋ켜가는거죠ㅠ감동이었어요~	1
작은 점 안에서 모든 일이 일어났습니다. 단지 푸른 점 안에서....결국엔 작고 푸른 점안에서 모든게 일어났습니다.. 대단하다고 생각되는 일들이 말이죠	1
구지성한테 목 매는 사람들아 구지성 성현전 보고 오십니다.	0
오타쿠의 집착. 일반인은 잘못걸리면 인생 망친다.. 조심 또 조심!!	1
남주 말 존나 안들어 ㅡㅡ.. 보는내내 개짜증 상황을 계속 악화시켜..	0
액션과공포가한번에밀려옴	1
노출 때문에 3점준다, 1편은 잼있게봤는데 이건모야? 급 실망	0
정말, 완소영화	1
말이필요없다	1
교회는 있고 신은 없다.	1
빠순이들 심리를 이용해 돈벌여쳐먹으려는 이수만과 그소속가수들의 교묘하고 상업적인 미천한이야기	0
우리 네살난 아들도 싫어할꺼야...	0
보는내내 유쾌하구 끝나고도 웃음짓게하는 영화 ^_^	1
크리스찬베일 이름값도 못하는 쓰레기 영화	0
첫사랑 10년20년이 지나도 한번만이라도 다시 만나고싶다. 이유는 사랑을 알게 해줬으니깐... 마지막 장면 제발 그자리에 있었으면 했는데.... 짝사랑, 첫사랑 두가지 사랑을 모두 잘표현한 작품이다. 여운이 남는다.	1
전형적인 동물영화	0
개연성 제로 억지스토리 답답함의극치참고보다보다 짜증나서 꺼버림...역대최악...	0
좋아요켄로치작품은항상힘이있네요	1
영화 아직 안봤다 지금 막 플레이 눌렀다 다만 평점 4.44 맞추기 위해서 일단 지르고 본다	0
개재미없다 -_-;;	0
0점 주는 기능은 없나요?	0
알면서 모르는척 버텨야 하는소름끼치는 일상	1
처음엔 좀 졸렸다 그러다 이완때문에 정신 차리고 .. 어쩜 연기들 잘들 하는지 진짜~~ 노래가 참 좋다 의상도 맘에 들고 특히 조나단의 하늘색머리가 마음에 든다 글램락이 뭔지 예술이 뭔지..	1
전 b형 남자입니다만 영화 속 영빈처럼 하지는 않죠.^^;;;영화는 재밋네요.*^^*	1
위안받고 또 힘겹기도한... 나의 가족. 그리고 사랑 이야기.	1
감동을주는 드라마 이런드라마가 또나올까	1
왜 이렇게 평점높지...난 보다가 잤는데...;;	0
참 재밌게 봤는데... 귀여운 지미 +_+	1
흥미롭게 시작해놓고 감당을 못해서 어문 짓거리로 시간 때운다.	0
재밌죠 ^^	1
아들이랑 보고 왔는데 깔깔대면서 너무 좋아하네요~ 강추합니다!	1
루 필립스의 악역이 돋보였음. ^^: 잼있음	1
Gabe Nevins의 그 눈빛, 표정, 그리고 Elliott Smith까지 정말 완벽한 조화	1
모든사람 위치 알 수 있는 지도 나도 가지고 싶어ㅠ	1
으악소리만 난무한. 영화.	0
뭐죠 이 쓰레기는...	0
1점도 주기 아깝네요... 결국 제목이 패션왕인데 제목에 맞지 안게 머가 어떻게 된단말인가... 이도 저도 못하고 죽는 주인공.. 작가님들 이번계기고 작가 하지 마세요... 진짜 추접하네요...	0
3번정도 본것같다 세번다재밌었다 내용도 참신, 배우들연기도좋고 이 영화 꽤 괜찮음	1
트림만 해대다 끝난다. 필름을 살 바엔 좀 더 소중한 일에 썼으면 싶다.	0
sbs 방송 중 쓰레기 甲	0
정조의 노론 아킬레스 끊기 게임을 지켜보자.	1
그냥 내느낌대로 평점이다 꼭 sf나 판타지만이 10점이아니다영화끝나자마자 나오는 음악까지 그냥나에겐 10점짜리 영화다	1
친일 영화라서 이유도 없음 그냥 1점임	0
만점 주긴 뭔가 조금 허하지만 그래도 꽤 볼만함 아역 연기도 좋았고~	1
정치인들이여 밟아도 일어나는게 민중이다.	1
영화관에서 봤는데 냄새나서 뒤돌아보니 남녀커플이 앞좌석에 다리올리고 담배피고있더라 주변을 둘러보니 나의커플과 담배커플 4명이서 관람중.. 그냥 자장가용 평점 쓰는사람들 다 알바임 보면 다한줄 평 패턴도 비슷비슷 평점에속지말자 개 쓰레기만도못한영화	0
너무참신한소재인거같음	1
이런 가수가 또 나올런지~~편안히 쉬시길~~	1
노작의 드라마. 역시 명품	1
별을 줄수가 없네2013/9/24 생방송 부담감인가? 무리수...	0
다시보기루봤었는뎅..이젠본방사수해용ㅎ넘~재밌고현실적이고요즘사회에서있을법한이야기라서그런가더와닫는것같아요.다음회기다리기가너무힘들어요ㅡㅜ	1
시즌2가 최악이었고 이번도 별로...솔직히 장동민을너무 주변에서 띄워 주더라 장동민이 뭐하면 멋있다하고 공감을 못하겠더라. 장동민이 확실한 기회는 잘 잡은 건 인정하고 일대일 승부에서 오현민이 약한것도 알지만 과도 한 편들어주기는 좀 그렇더라.	0
평점이 낮아서 10을 줍니다 최소한 8은 되는 작품 아역 배우 돋보이고 전체적으로 무난한 휴머니즘 영화	1
배우가 아깝다...ㅉㅉㅉ	0
볼만하면 블루레이 사서 두고두고 열번 백번 천번 봐라	0
그래서 해외입양이 왜 나쁜걸까요?	0
으으...킬링타임...집중이안되는영화...후반갈수록 더더욱더...;;; 평점6점정도..	0
OOO기같다강의만아니었으면안봣다절대보지마ㅅㅂ	0
시대적 아픔을 이용한 선정적 상업영화	0
그래 이영화 보긴봤는데 기억이 안날정도야	0
인생은아름다워를 보는동안 내인생이 아름다웠음ㅠㅠ아직도 그리운드라마	1
박윤강이 너무 멋있습니다	1
1등	1
진짜재미있다. good!	1
가슴이 따뜻해지는 영화 굿 너무 좋음	1
이거야말로 지브리의 30년사 가운데 최악의 작품이라고 생각함~	0
어렸을때 매젬게 본 영화 강추~~~	1
그렇게 별반 다를게 없었지만 그래도 자매끼리의 갈등구조는 좀 괜찮았다.	0
새뮤얼 잭슨도 구할 수 없었던 연출력	0
이유없지 싸구려자나 완전	0
신비로움이 가득한 영화..마지막 장면은 정말 최고!!!!	1
스탤론 형 근육이 아직 빵빵하더라?	0
배우가 아깝네 다음부터 제작비로 불우이웃돕기나 하세요	0
괜찮은소재 하지만 머리를 비우고 보시길...	0
하여간 악의적으로 평점 낮추는 꼴통들아.....제발 각성 좀 해라. 아직 개봉도 안했는데 영화를 까냐 이 인간말종들아.....	1
짱!!	1
키야... 대단함 잉여스러움을 해학으로 풍자 너무 재밌다	1
평점높여주는 도우미	1
영화관에서 보지않은게 천만다행	0
뭐꼬....	0
좋은내용이긴한데 너무 억지스럽고 지루하다 (평점조정)	0
히가시노게이고! 드리마도 재밋구나	1
거미의 징그러운 외모가 거대한 화면으로 거대하게 떠오른다	0
전형적인 B급영화, 등장인물들이 하나같이 정신이상자 혹은 저능아.	0
시청률이 떨어지니까 별의 별것이 다 나온다.	0
지루함	0
조용하면서도 유쾌하다!!!	1
야이 영화줄거리를 첨부터 끝까지 죄다 써버리면 어떻게 하냐 ㅋㅋㅋ미치겠네	0
할말없음...	0
재미있습니다!! 어머니와 열심히 보고 있어요~~~ ^^	1
완전 재미있어 민호도 완전 잘생겼구 ㅋㅋ	1
선평점 10 후감상이다!!!!	1
솔직히 파프리카는 뭔뜻인지도 모르겟고 그냥 존나이상함..퍼펙트블루급은아님	0
오.. 화곡1동 까치산역 자살토끼 소소한전개 짱짱 단점:음향이 너무 촌스러웠음	1
재미 없을 줄 알고 봤는데 보니까 더 재미없다	0
뜻하지 않은 많은 깨달음과 연애가 무엇인지 느끼게 해주는 영화 !	1
..이것도저것도아니고 결말예상했는디...진짜로그거니까어이가없군	0
사춘기시절 나의우상 아름다움의 극치 피비..넘 잼났던영화	1
첨에 꺼버릴껄. 겨우 다 봤다. 영화로 하고싶은 말은 많았나본데...	0
소설을 읽는 동안 느꼈던 감정과 나름대로 그려놓았던 이미지들을 망치지 않길 원한다면 절대 이 영화는 보지 않기를... 물론 소설보다 영화를 먼저 접한 사람들에게는 다를 수도 있겠지만... 소설을 각색한 영화중엔 최악인 듯!	0
;;;;;그냥 체인진데 뭐가 이래;;	0
소주병과 담배를 스케치 하다.	0
작가는 6785화 까지 만들려고 하나? 재무이사 죽고 다음날은 진용석 첩이 죽겠지 그리고 다음날은 진용석 엄마가 죽겠지 다죽어라~	0
시 .이게 영화냐 발로 만들어도 이것보다 낫겠다.	0
아이영화먼데최악이다	0
말이 필요없는 액션 명작!	1
내가 왜 이걸 10년도 더 지나서 보게 된 걸까...ㅋㅋㅋ 그 땐 초등학교 1학년었지 참	1
내가 본 영화중 최고 재밌었다.. 질낮은 한국영화 하고는 수준이 다르다	1
제작에 조니뎁이 있다 ㅋㅋ	1
스토리의 고갈을 드러내듯 갈수록 망가지는 작품	0
와우 ...소름돋는다	1
보는도중 나도 모르게 자버림	0
광해랑 비교를 왜 하냐ㅋㅋ 그건 코믹물이지	1
시간아까움. 정말 별로인 영화.	0
영화 보는내내 계속 울었어요 ㅠㅠㅠㅠ	1
엔딩정말골때림 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ	1
별로 무섭진 않았는데 그럭저럭 재미는 있었음.	1
자녀들이 보아야 할 영화, 기봉이가 진짜 정상인 아들이다.	1
기대기대우어엉야아이제	0
오랜만에 다시보니깐 왜케 어린이영화같냐;	0
토나와	0
아우 죽고싶냐?	0
나름 기대를 많이 했나? 연기력 내공 괜찮은 세명이 모여 만든 영화치곤 좀 아쉽다	0
이 영화를 보고 학점이 올랐습니다	1
진짜 이상한 영화임 뭔 코스프레함????	0
손꼽는 영화	1
평점이 5점이라서 봤는데... 3점짜리 영화네요 5점을 기대하고 봐도 실망입니다..	0
두명이 여럿죽이고 여럿을 탈출하게 만들어 혼란을 야기할테지만 영화니까	1
스토리가 심각하게 난잡하고 정말 뻔하고 뻔하다... 1점까진 아닌데 지금 평점이 너무 높다	0
보고나서 시간이 아까웠던 몇 안되는 영화 중 하나.너무 뻔한 스토리에다 배우들의 연기다 뭐다 따질 수 없을 만큼 그 누구의 연기력도 돋보이지 않았으며, 배우들이 아까웠다.	0
캐 재미없네 진짜........웃기지도않고 감동도없고 왜봤는지 멀겠음	0
홍진호는 네티즌의 신급 인기네	1
무쟈게 재미없는 데다가 여배우도 못생겼다	0
story가 꽝인데;;;번지르르한 대사만 있을 뿐..	0
비극에 사랑..안나 너무불쌍...끝내...저두사람에사랑은불륜이나이라 진정한사랑이에요..불륜은몸만탐하는자들에것이구요..안나에마지막에보여준 급한 내안에 악마같은모습성격 꼭저를보는듯했어요..맘에없는말마구내뱉는...귀족들에 화려한생활도잘봤어요..	1
한줄 감상평 : 오.마이.갓.	0
스포츠 영화로써 결투 장면은 박진감이 떨어지고, 성장 영화로써는 진부하거나 엉성하게 보인다.	0
좋다	1
아들이 예매하여 아내와 함께 3명이 관람한 영화댜 자신이 상상한 것들을 이루고 꿈을 간진한 사람들의 이야기 나오는 길은 따뜻하고 아름다웠다	1
나한테는 왜 이리 네이버 평점이 높은지 모를 너무 지루한 영화였다.	0
터프한 유머와 치밀한 구성의 역작	1
사이비목사 신도들은 많고 진실한 목사 설교는 듣기 싫어한다	1
1점을주면 평점이없어지네	0
109분짜리 단편영화를 본듯.영상미에 별2	0
심형래이노력의2점 하지만 재미없고 어설픔	0
그냥10점 ^_^ 10점만점에10점	1
와! 이시리즈는 계속 나오네	1
잘만 하면 코메디 영화의 수작이 될 수도 있었으나, 이도저도 아닌..	0
영화관을 나서면서 가슴이 먹먹했다. 생각이 다르고, 처한 입장이 다르고, 꿈꾸는 세상이 다르더라도...그 누구에게나 깊은 생각의 울림을 전해주는 영화일 듯. 추천하고 싶은 영화!	1
오랜만에 꿀잼영화봄 ㅎㅎㅎ	1
정상과 비정상, 그 경계의 모호함	1
여주인공 얼굴땜에 1점 더준다.	0
바스터즈, 장고에 비하면 매력적인 캐릭터도 없을 뿐더러 지루하다	0
우리영화가 많이발전했지만 그리오래되지 않은 영화인데 상당히 졸작이다. 최근에 극비수사를봐서 더욱 비교되기도하지만 스릴러인데, 심지어 실화인데도 이렇게 지루할수가. 김남주의 연기를 위한 연기가 몰입도를 너무망친다. 다만 범인은..이제라도 죄값을치뤄주시길	0
어...송혜교씨이걸대체왜?	0
보다가 너무 지루해서 잠	0
1편에 비해 부족하지만 여전히 파격적이고 변태적이며 예술적인 포르노그라피	1
1점 주려다가 분신사바 '2' 니까 홍진호도 좀 생각나고 해서 2점 드림	0
허리우드를 삼킬만한 거대한 스릴러 였다.	1
대사 하나하나 놓칠 게 없었다..	1
토~시~오~ 이건 뭐 무섭지도않고 뭐야 이거 ㅡㅡ	0
채널돌리다 봤는데 재미있었다	1
감동적이고,재밌어요	1
아주 가치 있는 경험이었습니다	1
재미 있어요.	1
섹션티비 못믿겠네요 잘못된 정보를 스스럼없이 방송하시고ㅋㅋ	0
미제.제국주의 aut. 오늘따라.그분이.보거싶네요	0
좋아좋아!!!!ㅋㅋㅋㅋ	1
재미있었어요. 학원에서 보았는데 즐거웠어요!	1
거 참 재밌는 영화균	1
최악	0
노골적인 성묘사 만이 에로티즘의 전부는 아니다	0
ㄱ그냥 꿀잼 ♥♥♥ 후반부에 애들 수트 쫙 빼입은거 보고 너무 멋있어서 토할뻔했엉ㄱ	1
결혼식에서 신랑 바꿔버리는 쿨~한 영화	0
캐나다는 영화를 발로 만드나	0
재밌게 봤네요	1
우리나라 SF의 미래를 짓밟은 영화.	0
미안 보면서 웃었어..	0
감독100% 불효자다	0
1점도아까워성관계하는거바께안나옴뭔야동보는줄	0
처음에는 재밌더니 요즘에는진짜재미없어요 태필이도짜증나고 좋아할사람을좋아해야지	0
엄청재밌어요	1
조승우 짱짱짱 아직 안봣지만 꼭 볼께요 사랑해요	1
강선교사님의 헌신내려놓음도 멋지지만, 묵묵히 따르는 사모님의 모습이 아름다우세요	1
일주일에 한 번, 한강변에서 생활자전거 타는 입장에서 봐도 재밌다.	1
이거보고 일주일동안은 제대로 못잤는데 ㄷㄷ 원작 말고는 별로..	1
타란티노 감독에 대한 오마쥬인가? 혹은 표절인가? 일차원 적인 따라하기 형식 모방에 치우쳐서 천박한 아류작을 양상하였으며 내용면에서도 철학이 없는 네거티브 필름.	0
정말 너무나 지루하다.	0
대뷔작치곤강동원씨연기가좋더라그리고내포하고있는의미도 좋고 보는동안행복했음	1
다시 보러 가는 1인 . 말이 필요 없다.	1
내용 스토리가 좋은것 같고 재미군요	1
애니랑 다르게 스토리가 전개되서 실망했어요.	0
내 일요일 두시간을 잡아먹은 또 한 편의 영화..이 영화를 보게된건 8점대의 네이버평점 때문이었다...점점 더 신뢰성을 잃어가는 네이버마케팅평점.	0
에로비디오...	0
당시최민수엄정화케스팅큰화제였는데..흥행은최악이지만	0
영어 제목부터 마지막 끝나는 순간까지, 모든 것이 최고인 영화다.	1
정말아니다이건.. 비가 불쌍하다 별 반개는 미안해서 한개	0
역시 배창호 감독	1
이진욱!!!♥♡♥♡♥	1
역사를잊은 무뇌 10대김치녀들이 주로보네 ㅋㅋ그전 다양한 애청자들은 기미가요덕에 떨어져나가고	0
참신한 B급을 시도했으나 실패한 A급으로 느껴지는 영화.	0
현지에서 본지 된 영화인에 우리정서에는 그리 맞지 않습니다. 내용자체가 한국인 정서에 보기엔 좀 아니고요 개봉한지 된 영화가 왜 한국서 이리 늦게 개봉하는지 한번 쯤 생각하시고 보면 되겠네요. 후한 평점 이해가 안되네요.	0
스릴러? 너무한다진짜~ 1시간반동안 피아노만치다끝나네~ 절대보면안됨~ 쓰레기~	0
보고십따	1
포뇨 소스케 스키♡ㅎㅎ 포뇨 귀여윰	1
아 재밌게 보다가 릴리 이 쪼만한년 땜 에 암걸림 ㅅㅂ 반개도 아깝다	0
1점도 아까움 완전최악의영화임.	0
문채원이. 몽골말을 한국말로 함. 억양도 공부 안하고 찍은듯. 보다가 짜증났던 기억임.	0
평점을 주고가야할것 같아 ㅎㅎ	0
재밌던데...	1
트롤러새키들아 반성좀해라ㅡㅡ	1
특히 키스 하기전 상황묘사가 탁월, 하고는 싶은데 어떻게 하지? 보셔요	1
글래머 맨인줄 알았다	1
이런 영화는 특히 극장에서 봐야한다... 숨죽이고 보았던 영화...그리고 극장밖에서 친구들과도 아무말도 할 수 없었던 영화...	1
배우 연기력도 연출도 코폴라를 거장으로 만들어준 <대부 트릴로지>의 코스프레	0
가벼운마음으로 보면 이거 보다 웃긴영화를 찾기힘들다	1
학교다닐때 수학 싫어했던 사람은 결코 보지마라..	0
다시는 이런 드라마 만들지 말아라 오글 토글	0
이건 좀 아닌데... ...	0
스릴러탈을쓴 수면제영화 ..	0
당시 한국 청춘영화,스포츠영화의 클리셰는 다 모아놓은 듯한 식상한 전개.	0
평점 너무 높 책 이라면 이해되는데 감독 문제인듯시간되면 책 읽어보시길	0
따뜻하고 좋은 영화!	1
정말 최악의영화 보는순간후회..망할만하네	0
어이없게 평점 높네...재미없다...스토리도 엉성하고...	0
최고	1
정사신때문에 주목받지 못 해서 그렇지 연출이랑 배우들 감정연기 좋았음. 마지막 장면은 정말 기억에 오래 남고 있음	1
역시 다이하드	1
수작 1편보다 반전 뺴고 모든게 우수	1
러브가 땡기는 건달..	0
직업에 귀천은 있다.	0
내 인생 최고의 멜로영화. 스토리보다 영상과 음악때문에 최고. 내 보물 CD 1번이 바로 이 영화OST다.	1
다크나이트라이즈 연관영화;;	0
존나 웃김ㅋㅋㅋㅋㅋㅋㅋ	1
칼로리 신경 안쓰고 쳐먹으면 뭘먹어도 살찐다	0
잔잔한 감동과 유코상의 미소~	1
본의 아니게 상처받고 주는게 사랑.. 이지만 책임도 따라야한다. 잘만들어진 영화임.	1
전설이 전설인 이유!재미를 넘어선 다른게 있다...	1
세상을 예리하고 집요하게 꿰뚫는 감독의 마력에 경탄한다.	1
어휴.....	0
이게 왜 평점이 이따군지 모르겠내. 하등한 한국놈들.	1
이정재가 왜 이런 영화를..	0
Two thumbs up.사랑이상의 우정이야기.커플이 항상 최선은 아니다ㅜ마커스 마지막 웃음은 정말 최고.Ost도 최고.	1
진짜 2편이 코미디로선 제일 재밌닼ㅋㅋ	1
걸작은 아니나 비디오용으로는 아주 훌륭한 작품입니다.자이제 나에게 영화를 보여줘.	0
계속 봐도 재밌는것 같다	1
간만에 평범한 미국식 영화를 보다	0
효주누나가 나오니까 엄청 재미었고,가족의사랑을 느끼는 감동적이었다!	1
말 이상하게 하는 장면은 1시간28분임	0
28일,28주후를 한번 더봐라 완젼 ㄱㅐ삼류영화.	0
결국 뻔한 총싸움 뿐인 무용지물 아이디어	0
이런것도 다큐멘터리? 그냥 65분짜리 선거운동 영상 같은데.. 그리고 이런 선거운동 영상 다운받는데 무슨 5000원씩이나 받나..	0
90년대초영화심형래가 군홍보영화를 찍었다.....	1
때 묻지 않은 순수한 영화.	1
티벳인권착취하더니 이제 영화로 이용해먹네..나쁜놈들.	1
작년에영화관에서 봣엇는데 영화 자체가 저주받은것같다. 사람잡는영화 ㄷㄷㄷ...	0
히히	0
훗.. 벌써 20년인가.. 홈보이&에릭클랩튼.. 레슬러&브루스스프링스틴..	1
북한의 소녀들이 소재란 점만 빼면 그저 그런 다큐...	0
가볍고 얕은 따라하기는 보는이도 괴롭다	0
저지드레드와 더불어 쓰렉	0
대박 반전이었다잊지 못할듯	1
테일러커플...짧은데 제일 재밌었음	1
완벽했던 드라마 숨죽이게 타이트했던 스토리ㅠㅠ 배우들도 하나같이 다 완벽했다	1
최고	1
강연 잼썻습니다 영화를 좋아하고 꿈인 저로써 많은걸 배우고 좋은시간이엿습니다	1
아 진짜.. 류덕환, 안내상 콤비 쵝오~!!!!	1
이거 좋다는 놈들은 뭐하는 것들이야 ㅡ.ㅡ	0
고급 동물다큐인 줄 알았는데 감동없고, 연출된 스토리. 잠도 못자게 하는 더빙소리	0
책은참재밌게봤는데... 전개와 연출이참	0
말이안되는 스토리지만.. 잔잔한 재미가	1
아이언맨,토르,헐크,캡틴아메리카+블랙위도우,호크아이,닉퓨리등+로키.이 모든히어로들을한곳에모아놓은것만으로도찬사받아마땅한영화.거기에유쾌한조크와엄청난스케일의액션,그리고개성강한4명의히어로들의환상적인조합.아이언맨이MCU의시작이었다면어벤져스는MCU전성기의시작임굿	1
노래가 이렇게 좋을 수가 있나..	1
강정마을을 괴롭히지마라!	1
여성부 장관 뺨치는 엄브릿지 연기	1
그냥 비싼 쓰레기 한편..이렇게 cg가 아까운 영화도 드물거다뭔 감독이 중고딩인가이렇게 스토리가 허접할 수가 있나	0
